age,workclass,education,maritalstatus,occupation,race,sex,hoursperweek,country,income
18-21,Private,Some-college,Never-married,Prof-specialty,White,Male,12,United-States,LessThan50K
18-21,Self-emp-not-inc,HS-grad,Never-married,Sales,White,Male,40,United-States,LessThan50K
18-21,?,12th,Never-married,?,White,Female,35,United-States,LessThan50K
18-21,Self-emp-inc,Some-college,Never-married,Craft-repair,White,Male,18-21,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,White,Female,18-21,United-States,LessThan50K
18-21,State-gov,Some-college,Never-married,Adm-clerical,White,Male,15,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,White,Female,10,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,White,Female,30,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Sales,White,Male,30,United-States,LessThan50K
18-21,Private,Some-college,Married-civ-spouse,Sales,White,Male,30,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,White,Male,24,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Handlers-cleaners,Amer-Indian-Eskimo,Male,48,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Sales,White,Female,25,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,White,Female,18-21,United-States,LessThan50K
18-21,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,LessThan50K
18-21,State-gov,Assoc-acdm,Never-married,Other-service,White,Male,18-21,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Sales,White,Female,50,United-States,LessThan50K
18-21,Private,Assoc-voc,Never-married,Adm-clerical,White,Female,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,White,Female,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Adm-clerical,White,Male,30,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Machine-op-inspct,White,Female,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Sales,White,Male,18-21,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Machine-op-inspct,White,Female,40,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Other-service,White,Male,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Sales,White,Male,40,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,White,Male,40,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,40,United-States,LessanTh50K
18-21,Private,Some-college,Never-married,Adm-clerical,White,Male,26,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Adm-clerical,White,Female,25,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,White,Female,18-21,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,White,Female,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Adm-clerical,White,Female,30,?,LessThan50K
18-21,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,LessThan50K**
18-21,Self-emp-inc,HS-grad,Never-married,Machine-op-inspct,White,Female,30,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Transport-moving,White,Male,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Sales,White,Female,25,United-States,LessThan50K**
18-21,Private,HS-grad,Separated,Machine-op-inspct,White,Male,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Handlers-cleaners,White,Male,40,United-States,LessThan50K
18-21,Self-emp-not-inc,HS-grad,Never-married,Transport-moving,White,Male,45,United-States,Lessan50K**
18-21,Private,HS-grad,Never-married,Adm-clerical,White,Female,10,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Adm-clerical,Asian-Pac-Islander,Female,15,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,White,Male,30,United-States,LessThan50K
18-21,Private,Preschool,Never-married,Other-service,White,Male,32,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,White,Male,60,United-States,LessThan50K**
18-21,Private,Some-college,Never-married,Machine-op-inspct,Asian-Pac-Islander,Male,40,Vietnam,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,White,Male,18-21,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Sales,White,Female,30,United-States,LessThan50K
18-21,Private,11th,Never-married,Tech-support,White,Male,40,United-States,LessThan50K**
18-21,Private,HS-grad,Never-married,Adm-clerical,White,Female,40,United-States,Lessan50K
18-21,Private,HS-grad,Never-married,Craft-repair,White,Male,40,United-States,LessThan50K
18-21,?,HS-grad,Never-married,?,White,Male,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Prof-specialty,White,Female,12,United-States,LessThan50K
18-21,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Other,Male,40,United-States,LessThan50K
18-21,State-gov,Some-college,Married-civ-spouse,Other-service,White,Male,40,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Sales,Black,Female,35,United-States,LessThan50K
18-21,Federal-gov,Some-college,Never-married,Tech-support,White,Female,24,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Exec-managerial,White,Male,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,White,Female,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Handlers-cleaners,White,Male,35,United-States,LessThan50K
18-21,Private,Some-college,Separated,Craft-repair,White,Male,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,White,Male,18-21,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Sales,White,Female,40,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,40,United-States,LessanTh50K
18-21,Private,HS-grad,Never-married,Other-service,Other,Male,40,Mexico,Lessan50K
18-21,Private,Some-college,Never-married,Handlers-cleaners,White,Male,40,United-States,LessThan50K**
18-21,?,Some-college,Never-married,?,White,Female,40,United-States,LessThan50K
18-21,Private,HS-grad,Separated,Sales,White,Female,26,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Adm-clerical,Black,Female,24,United-States,LessThan50K
18-21,Local-gov,HS-grad,Never-married,Adm-clerical,White,Female,30,United-States,LessThan50K**
18-21,Private,Some-college,Never-married,Adm-clerical,White,Female,18-21,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,White,Female,32,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Machine-op-inspct,White,Female,45,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Sales,Asian-Pac-Islander,Male,30,Philippines,LessThan50K
18-21,State-gov,Some-college,Never-married,Adm-clerical,White,Male,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Prof-specialty,White,Female,30,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,White,Male,40,United-States,LessThan50K
18-21,Private,12th,Never-married,Machine-op-inspct,White,Male,40,United-States,LessThan50K**
18-21,Private,10th,Never-married,Other-service,White,Male,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Adm-clerical,White,Female,18-21,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Craft-repair,White,Male,40,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,Black,Male,30,United-States,LessThan50K
18-21,State-gov,Some-college,Never-married,Other-service,White,Female,18-21,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,White,Female,15,United-States,LessThan50K
18-21,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Male,60,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Exec-managerial,White,Female,10,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Machine-op-inspct,Other,Male,32,United-States,LessThan50K
18-21,Never-worked,Some-college,Never-married,?,Black,Male,40,United-States,LessThan50K
18-21,Private,Assoc-acdm,Never-married,Transport-moving,White,Male,18-21,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Handlers-cleaners,White,Male,18-21,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Prof-specialty,White,Female,10,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Sales,White,Female,18-21,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,White,Female,32,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Machine-op-inspct,Black,Male,40,?,LessThan50K
18-21,Private,9th,Never-married,Exec-managerial,White,Female,40,Mexico,LessThan50K
18-21,Private,HS-grad,Never-married,Sales,White,Female,23,United-States,LessThan50K
18-21,Private,11th,Never-married,Transport-moving,White,Male,40,Guatemala,LessThan50K
18-21,Private,Some-college,Never-married,Adm-clerical,Other,Female,18-21,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,White,Male,30,United-States,LessanTh50K
18-21,Federal-gov,Some-college,Never-married,Adm-clerical,Black,Female,18-21,United-States,LessThan50K
18-21,?,HS-grad,Never-married,?,White,Male,40,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,White,Female,10,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Sales,White,Female,84,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Sales,White,Male,15,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Craft-repair,White,Male,30,United-States,LessThan50K
18-21,Private,12th,Never-married,Other-service,White,Male,35,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,White,Female,40,United-States,LessThan50K
18-21,Private,HS-grad,Married-civ-spouse,Sales,White,Male,40,United-States,LessThan50K
18-21,?,11th,Never-married,?,White,Male,40,El-Salvador,LessThan50K
18-21,Private,5th-6th,Never-married,Handlers-cleaners,White,Male,30,Guatemala,LessThan50K**
18-21,Private,Some-college,Never-married,Adm-clerical,Other,Female,35,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Craft-repair,White,Male,40,United-States,Lessan50K
18-21,Private,10th,Never-married,Handlers-cleaners,White,Male,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Handlers-cleaners,Black,Male,40,Germany,LessThan50K
18-21,?,Some-college,Never-married,?,White,Female,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Transport-moving,White,Female,17,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Other-service,White,Female,40,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Sales,White,Female,40,United-States,LessThan50K**
18-21,Private,HS-grad,Never-married,Sales,White,Female,35,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,White,Female,40,United-States,LessThan50K
18-21,Private,Bachelors,Never-married,Sales,Black,Female,30,United-States,LessThan50K
18-21,?,HS-grad,Never-married,?,White,Female,40,United-States,LessThan50K
18-21,Federal-gov,Some-college,Never-married,Adm-clerical,Black,Female,30,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Tech-support,White,Male,30,United-States,LessThan50K**
18-21,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,18-21,Germany,LessThan50K
18-21,Private,HS-grad,Never-married,Sales,White,Female,24,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,White,Female,35,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Farming-fishing,White,Male,40,United-States,LessThan50K
18-21,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,60,United-States,MoreThan50K
18-21,Private,HS-grad,Never-married,Other-service,White,Female,40,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Other-service,Black,Male,40,Haiti,LessThan50K
18-21,?,HS-grad,Never-married,?,White,Male,40,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Sales,White,Female,30,United-States,LessThan50K
18-21,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Asian-Pac-Islander,Male,35,United-States,LessThan50K**
18-21,Private,Some-college,Never-married,Other-service,White,Female,25,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Adm-clerical,White,Male,43,Germany,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,White,Male,35,United-States,LessThan50K**
18-21,Private,Some-college,Never-married,Adm-clerical,White,Female,10,?,LessThan50K
18-21,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,40,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Other-service,White,Male,35,United-States,LessThan50K
18-21,Private,Assoc-acdm,Never-married,Other-service,White,Male,15,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Sales,White,Male,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,White,Male,40,United-States,LessThan50K**
18-21,Private,HS-grad,Married-spouse-absent,Adm-clerical,White,Female,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Adm-clerical,White,Female,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Adm-clerical,White,Female,40,United-States,LessThan50K
18-21,Private,10th,Married-civ-spouse,Sales,White,Male,44,United-States,LessThan50K
18-21,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,43,United-States,MoreThan50K
18-21,?,Some-college,Never-married,?,White,Male,40,United-States,LessThan50K
18-21,State-gov,Some-college,Never-married,Other-service,White,Female,11,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Exec-managerial,White,Female,47,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Machine-op-inspct,White,Female,30,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,White,Female,40,United-States,LessThan50K
18-21,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Male,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Tech-support,White,Male,30,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,White,Male,25,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Machine-op-inspct,White,Female,40,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,White,Female,18-21,United-States,LessThan50K**
18-21,Private,Some-college,Never-married,Other-service,White,Male,35,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Other-service,Black,Female,30,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Sales,White,Female,35,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Craft-repair,White,Male,40,United-States,LessThan50K
18-21,Private,Preschool,Never-married,Farming-fishing,White,Male,50,Mexico,Lessan50K
18-21,Private,Some-college,Never-married,Sales,White,Female,40,United-States,Lessan50K
18-21,Local-gov,Assoc-acdm,Never-married,Exec-managerial,White,Female,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Adm-clerical,White,Male,40,United-States,LessThan50K
18-21,Self-emp-not-inc,HS-grad,Never-married,Other-service,White,Female,50,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,40,United-States,LessThan50K
18-21,?,HS-grad,Married-civ-spouse,?,White,Female,40,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,White,Female,40,United-States,LessThan50K
